Zeit t / s;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s
45;2;45;2,58735714285715;12,22100012221
46;2;46;2,64257142857143;16,0263473149858
47;4;47;2,69778571428571;19,9661728662373
48;2;48;2,753;16,0203394229314
49,001;3;49;2,80821428571429;8,87631017111973
50;3;50;2,86342857142857;7,00144089653651
51,001;0;51;2,91864285714286;12,2197280399545
52;6;52;2,97385714285714;11,9767328011871
53;5;53;3,02907142857143;9,01952366091642
54;7;54;3,08428571428571;7,77588996449195
55,001;6;55;3,1395;13,3108173463022
56;4;56;3,19471428571429;13,0300512070989
57;5;57;3,24992857142857;11,0906033532217
58;6;58;3,30514285714286;14,0111683022537
59;1;59;3,36035714285714;14,4359785450266
59,999;2;60;3,41557142857143;16,0105974144286
61;2;61;3,47078571428571;17,7636260889935
62;4;62;3,526;12,0027426266902
63,001;2;63;3,58121428571429;13,3273922780201
64;1;64;3,63642857142857;10,007988376322
65;6;65;3,69164285714286;15,5503150993671
66;4;66;3,74685714285714;8,00241913130339
67;3;67;3,80207142857143;11,9927767505631
68;4;68;3,85728571428571;15,027375369711
69;2;69;3,9125;8,88347293155828
70;5;70;3,96771428571429;12,2019412401099
71;6;71;4,02292857142857;19,9836178741472
72;3;72;4,07814285714286;12,9996854076131
73,001;3;73;4,13335714285714;18,0179927675777
74;3;74;4,18857142857143;16,0017473908151
75;5;75;4,24378571428572;10,0029868918859
76,001;7;76;4,299;15,9865936425713
77;5;77;4,35421428571429;17,0046167534486
78;7;78;4,40942857142857;13,0024795728545
79;5;79;4,46464285714286;12,2198963686134
80;7;80;4,51985714285714;18,8786587534733
81,001;5;81;4,57507142857143;9,99667221889247
82;5;82;4,63028571428571;12,9955113503796
83;3;83;4,6855;16,0055891517318
84;4;84;4,74071428571429;11,0994825532229
85,001;6;85;4,79592857142857;11,0271245208965
86;9;86;4,85114285714286;12,2021293825057
87;6;87;4,90635714285714;14,982671042672
88;2;88;4,96157142857143;12,0324925428627
88,999;8;89;5,01678571428572;12,1973220668517
90;3;90;5,072;11,017837879527
91,001;2;91;5,12721428571429;10,9883227094567
92;2;92;5,18242857142857;17,0187444451319
93;5;93;5,23764285714286;16,5997677581826
94;2;94;5,29285714285714;15,0364815114431
95;4;95;5,34807142857143;10,0044780043547
96;5;96;5,40328571428572;18,015298591564
97;2;97;5,4585;17,000833040819
98;4;98;5,51371428571429;9,99160483158484
99;3;99;5,56892857142857;14,9836692988312
100;6;100;5,62414285714286;8,99409088229034
101;6;101;5,67935714285714;12,011419256287
102;7;102;5,73457142857143;14,0038594636682
103,001;2;103;5,78978571428571;7,7748527054155
104;5;104;5,845;11,998099501039
105;6;105;5,90021428571429;10,9996931085623
106;3;106;5,95542857142857;16,0059926436458
107;5;107;6,01064285714286;16,6587944607954
107,999;3;108;6,06585714285714;21,0197901324097
109;3;109;6,12107142857143;11,9879413298163
110;4;110;6,17628571428572;14,00972835537
111;5;111;6,2315;12,221685826011
112;7;112;6,28671428571429;11,0123503509186
113,001;4;113;6,34192857142857;8,86800277169427
114;2;114;6,39714285714286;11,0134904244209
115;5;115;6,45235714285714;8,98983160147557
116,001;6;116;6,50757142857143;16,0097275104353
117,001;7;117;6,56278571428571;16,0015841568315
118;4;118;6,618;15,0226887668446
119;8;119;6,67321428571429;19,9817366926629
119,999;1;120;6,72842857142857;13,014111200775
121;2;121;6,78364285714286;8,86403315502961
122;4;122;6,83885714285714;16,0162484840871
123;5;123;6,89407142857143;13,3188173023424
124;4;124;6,94928571428571;20,014524540459
124,999;2;125;7,0045;12,2204869130806
126,001;3;126;7,05971428571429;15,0081223958406
126,999;5;127;7,11492857142857;7,76748154945722
128;4;128;7,17014285714286;4,00857193021557
129,001;4;129;7,22535714285714;11,1022589100069
130;5;130;7,28057142857143;8,99872488068441
